season,team,pick,pfr_player_name,position,hof,probowls,seasons_started,w_av,dr_av,games,active,bust_a,bust_b,bust_c,triple_bust,clean_hit
2021,CLE,26,Greg Newsome II,DB,False,0,4,19,15,71,1,1,0,0,0,0
2021,BAL,27,Rashod Bateman,WR,False,0,3,20,20,64,1,1,0,0,0,0
2021,NO,28,Payton Turner,DE,False,0,0,3,3,31,1,1,0,0,0,0
2021,GB,29,Eric Stokes,DB,False,0,4,14,9,61,1,1,0,0,0,0
2021,BUF,30,Gregory Rousseau,DL,False,0,5,38,38,78,1,1,0,0,0,0
2021,BAL,31,Odafe Oweh,DE,False,0,1,16,14,79,1,1,0,0,0,0
2021,TB,32,Joe Tryon-Shoyinka,OLB,False,0,3,23,22,82,1,1,0,0,0,0
2022,JAX,1,Travon Walker,DE,False,0,4,26,26,63,1,1,0,0,0,0
2022,DET,2,Aidan Hutchinson,DE,False,2,3,31,31,56,1,0,0,0,0,0
2022,HOU,3,Derek Stingley Jr.,CB,False,2,4,36,36,54,1,0,0,0,0,0
2022,NYJ,4,Sauce Gardner,CB,False,2,3,33,32,59,1,0,0,0,0,0
2022,NYG,5,Kayvon Thibodeaux,DE,False,0,3,24,24,53,1,1,0,0,0,0
2022,CAR,6,Ikem Ekwonu,T,False,0,4,25,25,64,1,1,0,0,0,0
2022,NYG,7,Evan Neal,OL,False,0,1,11,11,29,1,1,0,0,0,0
2022,ATL,8,Drake London,WR,False,0,4,32,32,62,1,1,0,0,0,0
2022,SEA,9,Charles Cross,OL,False,0,4,28,28,62,1,1,0,0,0,0
2022,NYJ,10,Garrett Wilson,WR,False,0,3,27,27,58,1,1,0,0,0,0
2022,NO,11,Chris Olave,WR,False,0,4,27,27,55,1,1,0,0,0,0
2022,DET,12,Jameson Williams,WR,False,0,2,26,26,50,1,1,0,0,0,0
2022,PHI,13,Jordan Davis,DT,False,0,3,24,24,64,1,1,0,0,0,0
2022,BAL,14,Kyle Hamilton,S,False,3,3,31,31,64,1,0,0,0,0,0
2022,HOU,15,Kenyon Green,OL,False,0,2,8,8,27,1,1,0,0,0,0
2022,WAS,16,Jahan Dotson,WR,False,0,3,12,8,63,1,1,0,0,0,0
2022,LAC,17,Zion Johnson,G,False,0,4,25,25,66,1,1,0,0,0,0
2022,TEN,18,Treylon Burks,WR,False,0,1,7,6,35,1,1,0,0,0,0
2022,NO,19,Trevor Penning,T,False,0,1,15,13,53,1,1,0,0,0,0
2022,PIT,20,Kenny Pickett,QB,False,0,2,14,13,36,1,1,0,0,0,0
2022,KC,21,Trent McDuffie,CB,False,0,4,33,33,56,1,1,0,0,0,0
2022,GB,22,Quay Walker,LB,False,0,4,22,22,58,1,1,0,0,0,0
2022,BUF,23,Kaiir Elam,CB,False,0,0,9,6,43,1,1,0,0,0,0
2022,DAL,24,Tyler Smith,OL,False,3,4,33,33,63,1,0,0,0,0,0
2022,BAL,25,Tyler Linderbaum,OL,False,3,4,34,34,66,1,0,0,0,0,0
2022,NYJ,26,Jermaine Johnson II,LB,False,1,2,19,19,47,1,0,0,0,0,0
2022,JAX,27,Devin Lloyd,LB,False,1,4,35,35,63,1,0,0,0,0,0
2022,GB,28,Devonte Wyatt,DT,False,0,1,10,10,57,1,1,0,0,0,0
2022,NE,29,Cole Strange,OL,False,0,3,15,11,44,1,1,0,0,0,0
2022,KC,30,George Karlaftis III,DE,False,0,4,27,27,65,1,1,0,0,0,0
2022,CIN,31,Daxton Hill,DB,False,0,2,13,13,54,1,1,0,0,0,0
2022,MIN,32,Lewis Cine,DB,False,0,0,0,0,11,1,1,0,0,0,0
2023,CAR,1,Bryce Young,QB,False,0,2,23,23,46,1,1,0,0,0,0
2023,HOU,2,C.J. Stroud,QB,False,1,3,33,33,46,1,0,0,0,0,0
2023,HOU,3,Will Anderson,LB,False,2,3,37,37,46,1,0,0,0,0,0
2023,IND,4,Anthony Richardson,QB,False,0,1,9,9,17,1,1,0,0,0,0
2023,SEA,5,Devon Witherspoon,DB,False,3,3,26,26,43,1,0,0,0,0,0
2023,ARI,6,Paris Johnson,OL,False,0,3,19,19,43,1,1,0,0,0,0
2023,LVR,7,Tyree Wilson,OLB,False,0,0,8,8,50,1,1,0,0,0,0
2023,ATL,8,Bijan Robinson,RB,False,2,3,36,36,51,1,0,0,0,0,0
2023,PHI,9,Jalen Carter,DL,False,2,2,24,24,43,1,0,0,0,0,0
2023,CHI,10,Darnell Wright,OL,False,0,3,24,24,49,1,1,0,0,0,0
2023,TEN,11,Peter Skoronski,OL,False,0,3,15,15,48,1,1,0,0,0,0
2023,DET,12,Jahmyr Gibbs,RB,False,3,1,40,40,49,1,0,0,0,0,0
2023,GB,13,Lukas Van Ness,DL,False,0,0,4,4,43,1,1,0,0,0,0
2023,PIT,14,Broderick Jones,OL,False,0,3,18,18,45,1,1,0,0,0,0
2023,NYJ,15,Will McDonald,DE,False,0,2,15,15,47,1,1,0,0,0,0
2023,WAS,16,Emmanuel Forbes,CB,False,0,1,9,3,39,1,1,0,0,0,0
2023,NE,17,Christian Gonzalez,DB,False,1,2,19,19,34,1,0,0,0,0,0
2023,DET,18,Jack Campbell,LB,False,1,3,26,26,51,1,0,0,0,0,0
2023,TB,19,Calijah Kancey,DL,False,0,1,13,13,29,1,1,0,0,0,0
2023,SEA,20,Jaxon Smith-Njigba,WR,False,2,2,30,30,51,1,0,0,0,0,0
2023,LAC,21,Quentin Johnston,WR,False,0,3,16,16,46,1,1,0,0,0,0
2023,BAL,22,Zay Flowers,WR,False,2,3,33,33,50,1,0,0,0,0,0
2023,MIN,23,Jordan Addison,WR,False,0,3,20,20,46,1,1,0,0,0,0
2023,NYG,24,Deonte Banks,DB,False,0,2,12,12,45,1,1,0,0,0,0
2023,BUF,25,Dalton Kincaid,TE,False,1,2,17,17,41,1,0,0,0,0,0
2023,DAL,26,Mazi Smith,DL,False,0,1,9,9,42,1,1,0,0,0,0
2023,JAX,27,Anton Harrison,OL,False,0,3,23,23,48,1,1,0,0,0,0
2023,CIN,28,Myles Murphy,DE,False,0,1,7,7,47,1,1,0,0,0,0
2023,NO,29,Bryan Bresee,DT,False,0,2,15,15,49,1,1,0,0,0,0
2023,PHI,30,Nolan Smith,OLB,False,0,1,13,13,45,1,1,0,0,0,0
2023,KC,31,Felix Anudike-Uzomah,DE,False,0,0,4,4,34,1,1,0,0,0,0
2024,CHI,1,Caleb Williams,QB,False,0,2,26,26,34,1,1,0,0,0,0
2024,WAS,2,Jayden Daniels,QB,False,1,1,26,26,24,1,0,0,0,0,0
2024,NE,3,Drake Maye,QB,False,2,2,26,26,30,1,0,0,0,0,0
2024,ARI,4,Marvin Harrison Jr.,WR,False,0,2,13,13,29,1,1,0,0,0,0
2024,LAC,5,Joe Alt,OL,False,1,1,12,12,22,1,0,0,0,0,0
2024,NYG,6,Malik Nabers,WR,False,1,1,12,12,19,1,0,0,0,0,0
2024,TEN,7,JC Latham,OL,False,0,2,11,11,30,1,1,0,0,0,0
2024,ATL,8,Michael Penix,QB,False,0,1,8,8,14,1,1,0,0,0,0
2024,CHI,9,Rome Odunze,WR,False,0,2,12,12,29,1,1,0,0,0,0
2024,MIN,10,J.J. McCarthy,QB,False,0,1,4,4,10,1,1,0,0,0,0
2024,NYJ,11,Olumuyiwa Fashanu,OL,False,0,1,10,10,32,1,1,0,0,0,0
2024,DEN,12,Bo Nix,QB,False,0,2,25,25,34,1,1,0,0,0,0
2024,LVR,13,Brock Bowers,TE,False,2,1,14,14,29,1,0,0,0,0,0
2024,NO,14,Taliese Fuaga,OL,False,0,2,13,13,30,1,1,0,0,0,0
2024,IND,15,Laiatu Latu,DL,False,0,1,10,10,33,1,1,0,0,0,0
2024,SEA,16,Byron Murphy,DL,False,0,1,14,14,31,1,1,0,0,0,0
2024,MIN,17,Dallas Turner,LB,False,0,1,9,9,33,1,1,0,0,0,0
2024,CIN,18,Amarius Mims,OL,False,0,2,16,16,32,1,1,0,0,0,0
2024,LAR,19,Jared Verse,DL,False,2,2,22,22,34,1,0,0,0,0,0
2024,PIT,20,Troy Fautanu,OL,False,0,1,9,9,18,1,1,0,0,0,0
2024,MIA,21,Chop Robinson,DE,False,0,0,4,4,32,1,1,0,0,0,0
2024,PHI,22,Quinyon Mitchell,CB,False,1,2,19,19,32,1,0,0,0,0,0
2024,JAX,23,Brian Thomas,WR,False,1,2,18,18,31,1,0,0,0,0,0
2024,DET,24,Terrion Arnold,DB,False,0,1,8,8,24,1,1,0,0,0,0
2024,GB,25,Jordan Morgan,OL,False,0,1,9,9,23,1,1,0,0,0,0
2024,TB,26,Graham Barton,OL,False,0,2,15,15,33,1,1,0,0,0,0
2024,ARI,27,Darius Robinson,DL,False,0,1,4,4,21,1,1,0,0,0,0
2024,KC,28,Xavier Worthy,WR,False,0,2,13,13,31,1,1,0,0,0,0
2024,DAL,29,Tyler Guyton,OL,False,0,2,9,9,25,1,1,0,0,0,0
2024,BAL,30,Nate Wiggins,CB,False,0,1,7,7,32,1,1,0,0,0,0
2024,SF,31,Ricky Pearsall,WR,False,0,1,8,8,20,1,1,0,0,0,0
2024,CAR,32,Xavier Legette,WR,False,0,2,8,8,31,1,1,0,0,0,0
2025,TEN,1,Cam Ward,QB,False,0,1,7,7,17,1,1,0,0,0,0
2025,JAX,2,Travis Hunter,WR,False,0,0,5,5,7,1,1,0,0,0,0
2025,NYG,3,Abdul Carter,DE,False,0,0,4,4,17,1,1,0,0,0,0
2025,NE,4,Will Campbell,OT,False,0,1,8,8,13,1,1,0,0,0,0
2025,CLE,5,Mason Graham,DT,False,0,1,8,8,17,1,1,0,0,0,0
2025,LVR,6,Ashton Jeanty,RB,False,0,1,7,7,17,1,1,0,0,0,0
2025,NYJ,7,Armand Membou,OL,False,0,1,7,7,17,1,1,0,0,0,0
2025,CAR,8,Tetairoa McMillan,WR,False,0,1,9,9,17,1,1,0,0,0,0
2025,NO,9,Kelvin Banks,OL,False,0,1,6,6,17,1,1,0,0,0,0
2025,CHI,10,Colston Loveland,TE,False,0,1,7,7,16,1,1,0,0,0,0
2025,SF,11,Mykel Williams,DL,False,0,0,4,4,9,1,1,0,0,0,0
2025,DAL,12,Tyler Booker,OL,False,0,1,6,6,14,1,1,0,0,0,0
2025,MIA,13,Kenneth Grant,DT,False,0,0,3,3,17,1,1,0,0,0,0
2025,IND,14,Tyler Warren,TE,False,1,1,9,9,17,1,0,0,0,0,0
2025,ATL,15,Jalon Walker,DE,False,0,1,5,5,15,1,1,0,0,0,0
2025,ARI,16,Walter Nolen,DT,False,0,0,1,1,6,1,1,0,0,0,0
2025,CIN,17,Shemar Stewart,DE,False,0,0,2,2,8,1,1,0,0,0,0
2025,SEA,18,Grey Zabel,OT,False,0,1,7,7,17,1,1,0,0,0,0
2025,TB,19,Emeka Egbuka,WR,False,0,1,9,9,17,1,1,0,0,0,0
2025,DEN,20,Jahdae Barron,CB,False,0,0,3,3,17,1,1,0,0,0,0
2025,PIT,21,Derrick Harmon,DT,False,0,0,4,4,12,1,1,0,0,0,0
2025,LAC,22,Omarion Hampton,RB,False,0,0,5,5,9,1,1,0,0,0,0
2025,GB,23,Matthew Golden,WR,False,0,0,4,4,14,1,1,0,0,0,0
2025,MIN,24,Donovan Jackson,OL,False,0,1,5,5,14,1,1,0,0,0,0
2025,NYG,25,Jaxson Dart,QB,False,0,1,11,11,14,1,1,0,0,0,0
2025,ATL,26,James Pearce,DE,False,0,0,3,3,17,1,1,0,0,0,0
2025,BAL,27,Malaki Starks,SAF,False,0,1,5,5,17,1,1,0,0,0,0
2025,DET,28,Tyleik Williams,DT,False,0,1,4,4,17,1,1,0,0,0,0
2025,WAS,29,Josh Conerly,OL,False,0,1,8,8,17,1,1,0,0,0,0
2025,BUF,30,Maxwell Hairston,CB,False,0,0,2,2,11,1,1,0,0,0,0
2025,PHI,31,Jihaad Campbell,LB,False,0,1,6,6,17,1,1,0,0,0,0
2025,KC,32,Josh Simmons,OL,False,0,0,4,4,8,1,1,0,0,0,0
